"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDP.PCAP.PP.CD","PIB par habitant, ($ PPA internationaux courants)","PIB par habitant basé sur les taux de parité des pouvoirs d'achat (PPA). Le PIB en PPA est le produit intérieur brut converti en dollars internationaux courants au moyen des taux de parité des pouvoirs d'achat (PPA). Un dollar international a le même pouvoir d'achat sur le PIB du pays déclarant qu'un dollar américain aux États-Unis. Le PIB au prix des acheteurs est la somme de la valeur ajoutée brute de tous les producteurs résidents d'une économie plus toutes taxes sur les produits et moins les subventions non incluses dans la valeur des produits. Elle est calculée sans effectuer de déductions pour la dépréciation des biens fabriqués ou la perte de valeur ou la dégradation des ressources naturelles. Les données sont en dollars internationaux courants.","Base de données du programme international de comparaison de la Banque mondiale.",
